Data supplied by UK-AIR on 31/3/2021
All Data GMT hour ending  NB:  Upto 10/09/2020 PM10 were measured with a TEOM FDMS, from 10/09/2020 PM10 were measured with a BAM 1020 heated
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Black Carbon (880nm)",status,unit,"Blue Particulate matter (470nm)",status,unit,"Infra Red Particulate matter (950nm)",status,unit,"Red Particulate matter (660nm)",status,unit,"UV Particulate Matter (UV-BC)",status,unit,"UV Particulate Matter (370nm)",status,unit,"Yellow Particulate matter (590nm)",status,unit
28-03-2020,05:00,0.093094,R,mgm-3,29.400,R,ugm-3 (TEOM FDMS),0.27230,R,ugm-3,4.01736,R,ugm-3,4.43488,R,ugm-3,23.700,R,ugm-3 (TEOM FDMS),16.900,R,ugm-3 (TEOM FDMS),97.14070,R,ugm-3,21.600,R,ugm-3 (TEOM FDMS),0.60191,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),4.700,R,ugm-3 (TEOM FDMS),1.30,P,ugm-3,,,,,,,,,,,,,1.60,P,ugm-3,,,
28-03-2020,06:00,0.096542,R,mgm-3,31.000,R,ugm-3 (TEOM FDMS),0.15128,R,ugm-3,3.74096,R,ugm-3,3.97292,R,ugm-3,25.600,R,ugm-3 (TEOM FDMS),18.100,R,ugm-3 (TEOM FDMS),93.94758,R,ugm-3,22.000,R,ugm-3 (TEOM FDMS),0.66880,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),1.20,P,ugm-3,,,,,,,,,,,,,1.40,P,ugm-3,,,
28-03-2020,07:00,0.120677,R,mgm-3,32.200,R,ugm-3 (TEOM FDMS),0.30255,R,ugm-3,4.20195,R,ugm-3,4.66586,R,ugm-3,24.900,R,ugm-3 (TEOM FDMS),18.000,R,ugm-3 (TEOM FDMS),92.15145,R,ugm-3,21.800,R,ugm-3 (TEOM FDMS),0.66880,R,ugm-3,7.300,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),1.20,P,ugm-3,,,,,,,,,,,,,1.40,P,ugm-3,,,
28-03-2020,08:00,0.113782,R,mgm-3,34.000,R,ugm-3 (TEOM FDMS),0.45383,R,ugm-3,4.98633,R,ugm-3,5.68219,R,ugm-3,29.500,R,ugm-3 (TEOM FDMS),20.000,R,ugm-3 (TEOM FDMS),87.36177,R,ugm-3,25.000,R,ugm-3 (TEOM FDMS),0.60191,R,ugm-3,4.500,R,ugm-3 (TEOM FDMS),5.000,R,ugm-3 (TEOM FDMS),1.10,P,ugm-3,,,,,,,,,,,,,1.30,P,ugm-3,,,
28-03-2020,09:00,0.158605,R,mgm-3,28.300,R,ugm-3 (TEOM FDMS),0.60511,R,ugm-3,4.75437,R,ugm-3,5.68219,R,ugm-3,24.700,R,ugm-3 (TEOM FDMS),14.100,R,ugm-3 (TEOM FDMS),82.62198,R,ugm-3,19.500,R,ugm-3 (TEOM FDMS),0.66880,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),5.400,R,ugm-3 (TEOM FDMS),0.80,P,ugm-3,,,,,,,,,,,,,0.90,P,ugm-3,,,
28-03-2020,10:00,0.144814,R,mgm-3,24.700,R,ugm-3 (TEOM FDMS),0.96817,R,ugm-3,4.61345,R,ugm-3,6.09796,R,ugm-3,22.500,R,ugm-3 (TEOM FDMS),12.100,R,ugm-3 (TEOM FDMS),75.03832,R,ugm-3,17.700,R,ugm-3 (TEOM FDMS),0.40128,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),5.600,R,ugm-3 (TEOM FDMS),0.60,P,ugm-3,,,,,,,,,,,,,0.70,P,ugm-3,,,
28-03-2020,11:00,0.131021,R,mgm-3,20.100,R,ugm-3 (TEOM FDMS),1.05894,R,ugm-3,4.56667,R,ugm-3,6.19035,R,ugm-3,13.500,R,ugm-3 (TEOM FDMS),6.700,R,ugm-3 (TEOM FDMS),70.19875,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),0.53504,R,ugm-3,6.600,R,ugm-3 (TEOM FDMS),4.500,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
28-03-2020,12:00,0.089647,R,mgm-3,14.400,R,ugm-3 (TEOM FDMS),1.08920,R,ugm-3,3.55015,R,ugm-3,5.22022,R,ugm-3,7.100,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),73.59144,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),0.40128,R,ugm-3,7.300,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
28-03-2020,13:00,0.079303,R,mgm-3,13.900,R,ugm-3 (TEOM FDMS),0.99843,R,ugm-3,3.96650,R,ugm-3,5.49741,R,ugm-3,8.500,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS),74.83875,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),0.66880,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
28-03-2020,14:00,0.075855,R,mgm-3,13.600,R,ugm-3 (TEOM FDMS),0.66562,R,ugm-3,3.64526,R,ugm-3,4.66586,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),-2.100,R,ugm-3 (TEOM FDMS),77.33338,R,ugm-3,-1.100,R,ugm-3 (TEOM FDMS),0.60191,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
28-03-2020,15:00,0.089647,R,mgm-3,14.000,R,ugm-3 (TEOM FDMS),0.57485,R,ugm-3,3.92303,R,ugm-3,4.80445,R,ugm-3,10.800,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),76.93424,R,ugm-3,-0.200,R,ugm-3 (TEOM FDMS),0.60191,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),-0.600,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
28-03-2020,16:00,0.124126,R,mgm-3,10.200,R,ugm-3 (TEOM FDMS),0.60511,R,ugm-3,3.96903,R,ugm-3,4.89685,R,ugm-3,6.500,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),79.92779,R,ugm-3,7.900,R,ugm-3 (TEOM FDMS),0.73568,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),4.100,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
28-03-2020,17:00,0.103438,R,mgm-3,10.500,R,ugm-3 (TEOM FDMS),0.51434,R,ugm-3,4.15440,R,ugm-3,4.94304,R,ugm-3,7.700,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),80.92564,R,ugm-3,6.600,R,ugm-3 (TEOM FDMS),0.71338,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
28-03-2020,18:00,0.127574,R,mgm-3,9.900,R,ugm-3 (TEOM FDMS),0.48409,R,ugm-3,4.66276,R,ugm-3,5.40501,R,ugm-3,7.400,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS),81.22499,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),0.73568,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
28-03-2020,19:00,0.124126,R,mgm-3,11.400,R,ugm-3 (TEOM FDMS),0.39332,R,ugm-3,4.84812,R,ugm-3,5.45121,R,ugm-3,10.000,R,ugm-3 (TEOM FDMS),4.300,R,ugm-3 (TEOM FDMS),81.22499,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),0.86943,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
28-03-2020,20:00,0.144814,R,mgm-3,12.500,R,ugm-3 (TEOM FDMS),0.33281,R,ugm-3,5.35668,R,ugm-3,5.86698,R,ugm-3,10.800,R,ugm-3 (TEOM FDMS),5.500,R,ugm-3 (TEOM FDMS),78.08176,R,ugm-3,6.900,R,ugm-3 (TEOM FDMS),0.73568,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.80,P,ugm-3,,,
28-03-2020,21:00,0.151709,R,mgm-3,12.700,R,ugm-3 (TEOM FDMS),0.42358,R,ugm-3,5.95665,R,ugm-3,6.60612,R,ugm-3,9.700,R,ugm-3 (TEOM FDMS),4.500,R,ugm-3 (TEOM FDMS),76.73467,R,ugm-3,4.500,R,ugm-3 (TEOM FDMS),0.86943,R,ugm-3,3.000,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.80,P,ugm-3,,,
28-03-2020,22:00,0.106886,R,mgm-3,10.400,R,ugm-3 (TEOM FDMS),0.24204,R,ugm-3,4.29474,R,ugm-3,4.66586,R,ugm-3,10.700,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),79.27918,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),0.73568,R,ugm-3,-0.300,R,ugm-3 (TEOM FDMS),-0.600,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.60,P,ugm-3,,,
28-03-2020,23:00,0.075855,R,mgm-3,9.600,R,ugm-3 (TEOM FDMS),0.30255,R,ugm-3,3.18563,R,ugm-3,3.64954,R,ugm-3,7.600,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),81.22499,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),0.60191,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
28-03-2020,24:00,0.058615,R,mgm-3,10.600,R,ugm-3 (TEOM FDMS),0.39332,R,ugm-3,2.35350,R,ugm-3,2.95659,R,ugm-3,9.100,R,ugm-3 (TEOM FDMS),3.500,R,ugm-3 (TEOM FDMS),81.97338,R,ugm-3,3.000,R,ugm-3 (TEOM FDMS),0.66880,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
29-03-2020,01:00,0.082899,R,mgm-3,10.200,R,ugm-3 (TEOM FDMS),0.28443,R,ugm-3,2.10727,R,ugm-3,2.54339,R,ugm-3,8.900,R,ugm-3 (TEOM FDMS),2.600,R,ugm-3 (TEOM FDMS),81.75718,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),0.35690,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
29-03-2020,02:00,0.170403,R,mgm-3,10.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,10.100,R,ugm-3 (TEOM FDMS),2.600,R,ugm-3 (TEOM FDMS),79.12951,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),,,,0.100,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,03:00,0.151980,R,mgm-3,9.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,9.400,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),78.48090,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),0.40151,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,04:00,0.100169,R,mgm-3,10.900,R,ugm-3 (TEOM FDMS),,,,,,,,,,7.800,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),80.87574,R,ugm-3,4.900,R,ugm-3 (TEOM FDMS),0.40151,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,05:00,0.069082,R,mgm-3,11.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,8.900,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),79.07961,R,ugm-3,3.000,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,06:00,0.048357,R,mgm-3,9.700,R,ugm-3 (TEOM FDMS),0.40633,R,ugm-3,2.91290,R,ugm-3,3.53593,R,ugm-3,7.500,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS),78.97983,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,07:00,0.048357,R,mgm-3,9.400,R,ugm-3 (TEOM FDMS),0.45712,R,ugm-3,3.30028,R,ugm-3,4.00119,R,ugm-3,9.700,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),77.88219,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),0.60227,R,ugm-3,-0.300,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,08:00,0.041449,R,mgm-3,13.000,R,ugm-3 (TEOM FDMS),0.42665,R,ugm-3,2.92827,R,ugm-3,3.58246,R,ugm-3,12.300,R,ugm-3 (TEOM FDMS),3.500,R,ugm-3 (TEOM FDMS),77.58284,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),0.33460,R,ugm-3,0.700,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,09:00,0.055266,R,mgm-3,12.000,R,ugm-3 (TEOM FDMS),0.60950,R,ugm-3,2.50833,R,ugm-3,3.44288,R,ugm-3,10.600,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),78.03187,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),0.13384,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,10:00,0.051812,R,mgm-3,10.200,R,ugm-3 (TEOM FDMS),0.57902,R,ugm-3,2.88074,R,ugm-3,3.76856,R,ugm-3,8.900,R,ugm-3 (TEOM FDMS),2.800,R,ugm-3 (TEOM FDMS),77.18370,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),0.40151,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,11:00,0.072537,R,mgm-3,13.100,R,ugm-3 (TEOM FDMS),0.76187,R,ugm-3,3.34478,R,ugm-3,4.51297,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),77.73252,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.10,P,ugm-3,,,
29-03-2020,12:00,0.065628,R,mgm-3,14.000,R,ugm-3 (TEOM FDMS),0.70092,R,ugm-3,2.46120,R,ugm-3,3.53593,R,ugm-3,11.500,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),80.67617,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,13:00,0.072537,R,mgm-3,14.700,R,ugm-3 (TEOM FDMS),0.42665,R,ugm-3,2.32344,R,ugm-3,2.97763,R,ugm-3,10.300,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),83.22069,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,14:00,0.075991,R,mgm-3,13.500,R,ugm-3 (TEOM FDMS),0.54855,R,ugm-3,2.60179,R,ugm-3,3.44288,R,ugm-3,11.300,R,ugm-3 (TEOM FDMS),4.600,R,ugm-3 (TEOM FDMS),84.26843,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),0.46843,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),3.400,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,15:00,0.069082,R,mgm-3,14.000,R,ugm-3 (TEOM FDMS),0.73140,R,ugm-3,2.64710,R,ugm-3,3.76856,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),3.200,R,ugm-3 (TEOM FDMS),83.71962,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),0.26768,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,16:00,0.100169,R,mgm-3,10.300,R,ugm-3 (TEOM FDMS),0.48760,R,ugm-3,2.60219,R,ugm-3,3.34983,R,ugm-3,6.200,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),85.21639,R,ugm-3,6.400,R,ugm-3 (TEOM FDMS),0.40151,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
29-03-2020,17:00,0.082899,R,mgm-3,13.900,R,ugm-3 (TEOM FDMS),0.51807,R,ugm-3,3.16029,R,ugm-3,3.95466,R,ugm-3,11.300,R,ugm-3 (TEOM FDMS),5.600,R,ugm-3 (TEOM FDMS),84.16865,R,ugm-3,6.000,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,2.600,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
29-03-2020,18:00,0.055266,R,mgm-3,10.000,R,ugm-3 (TEOM FDMS),0.24380,R,ugm-3,3.16211,R,ugm-3,3.53593,R,ugm-3,10.900,R,ugm-3 (TEOM FDMS),4.800,R,ugm-3 (TEOM FDMS),82.72177,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,-0.900,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
29-03-2020,19:00,0.148527,R,mgm-3,10.800,R,ugm-3 (TEOM FDMS),0.12190,R,ugm-3,4.51216,R,ugm-3,4.69907,R,ugm-3,10.100,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS),79.62843,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,0.700,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
29-03-2020,20:00,0.110531,R,mgm-3,10.400,R,ugm-3 (TEOM FDMS),0.33522,R,ugm-3,4.65032,R,ugm-3,5.16432,R,ugm-3,10.600,R,ugm-3 (TEOM FDMS),4.800,R,ugm-3 (TEOM FDMS),78.53080,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,-0.200,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
29-03-2020,21:00,0.124348,R,mgm-3,9.500,R,ugm-3 (TEOM FDMS),0.39617,R,ugm-3,4.41729,R,ugm-3,5.02475,R,ugm-3,9.200,R,ugm-3 (TEOM FDMS),4.100,R,ugm-3 (TEOM FDMS),77.98198,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),-1.300,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
29-03-2020,22:00,0.110531,R,mgm-3,9.300,R,ugm-3 (TEOM FDMS),0.48760,R,ugm-3,4.04448,R,ugm-3,4.79212,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),77.28348,R,ugm-3,4.900,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),0.40,P,ugm-3,,,,,,,,,,,,,0.50,P,ugm-3,,,
29-03-2020,23:00,0.103623,R,mgm-3,10.400,R,ugm-3 (TEOM FDMS),0.63997,R,ugm-3,3.90389,R,ugm-3,4.88517,R,ugm-3,10.300,R,ugm-3 (TEOM FDMS),3.500,R,ugm-3 (TEOM FDMS),75.33768,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),0.53535,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
29-03-2020,24:00,0.044903,R,mgm-3,8.800,R,ugm-3 (TEOM FDMS),0.60950,R,ugm-3,3.81104,R,ugm-3,4.74559,R,ugm-3,8.500,R,ugm-3 (TEOM FDMS),1.900,R,ugm-3 (TEOM FDMS),72.59359,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),0.40151,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),-0.300,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
30-03-2020,01:00,0.064592,R,mgm-3,7.300,R,ugm-3 (TEOM FDMS),0.53204,R,ugm-3,3.05750,R,ugm-3,3.87328,R,ugm-3,5.100,R,ugm-3 (TEOM FDMS),2.300,R,ugm-3 (TEOM FDMS),73.90742,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),0.00000,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
30-03-2020,02:00,0.055365,R,mgm-3,9.300,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.400,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),74.58929,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),,,,2.900,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
30-03-2020,03:00,0.055365,R,mgm-3,8.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,6.400,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),73.34198,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),0.06696,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.30,P,ugm-3,,,
30-03-2020,04:00,0.048444,R,mgm-3,7.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,4.800,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS),76.38542,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),0.26784,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
30-03-2020,05:00,0.034604,R,mgm-3,6.300,R,ugm-3 (TEOM FDMS),0.58319,R,ugm-3,6.04020,R,ugm-3,6.93442,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),75.03832,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),0.26784,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),0.10,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
30-03-2020,06:00,0.048444,R,mgm-3,7.300,R,ugm-3 (TEOM FDMS),0.89014,R,ugm-3,11.09836,R,ugm-3,12.46322,R,ugm-3,4.900,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),65.55875,R,ugm-3,3.400,R,ugm-3 (TEOM FDMS),0.13392,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),0.20,P,ugm-3,,,,,,,,,,,,,0.20,P,ugm-3,,,
30-03-2020,07:00,0.065746,R,mgm-3,6.200,R,ugm-3 (TEOM FDMS),3.19222,R,ugm-3,26.59135,R,ugm-3,31.48602,R,ugm-3,6.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),45.15271,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),0.20088,R,ugm-3,0.200,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
30-03-2020,08:00,0.096888,R,mgm-3,6.300,R,ugm-3 (TEOM FDMS),7.79638,R,ugm-3,34.80621,R,ugm-3,46.76048,R,ugm-3,7.400,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),35.87271,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.20088,R,ugm-3,-1.100,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS),0.30,P,ugm-3,,,,,,,,,,,,,0.40,P,ugm-3,,,
