Data supplied by UK-AIR on 5/4/2008
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM10 particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"Sulphur dioxide",status,unit
02-01-1994,07:00,0.8,R,mgm-3,43,R,ugm-3 (GRAV EQ),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,70,R,ugm-3,3,R,ugm-3
02-01-1994,08:00,0.8,R,mgm-3,44,R,ugm-3 (GRAV EQ),6,R,ugm-3,6,R,ugm-3,15,R,ugm-3,64,R,ugm-3,3,R,ugm-3
02-01-1994,09:00,0.8,R,mgm-3,43,R,ugm-3 (GRAV EQ),4,R,ugm-3,6,R,ugm-3,11,R,ugm-3,60,R,ugm-3,3,R,ugm-3
02-01-1994,10:00,0.8,R,mgm-3,43,R,ugm-3 (GRAV EQ),5,R,ugm-3,10,R,ugm-3,17,R,ugm-3,54,R,ugm-3,3,R,ugm-3
02-01-1994,11:00,0.8,R,mgm-3,43,R,ugm-3 (GRAV EQ),5,R,ugm-3,21,R,ugm-3,29,R,ugm-3,46,R,ugm-3,5,R,ugm-3
02-01-1994,12:00,0.9,R,mgm-3,38,R,ugm-3 (GRAV EQ),5,R,ugm-3,25,R,ugm-3,32,R,ugm-3,44,R,ugm-3,5,R,ugm-3
02-01-1994,13:00,0.9,R,mgm-3,40,R,ugm-3 (GRAV EQ),9,R,ugm-3,27,R,ugm-3,40,R,ugm-3,38,R,ugm-3,5,R,ugm-3
02-01-1994,14:00,1.2,R,mgm-3,43,R,ugm-3 (GRAV EQ),6,R,ugm-3,31,R,ugm-3,40,R,ugm-3,38,R,ugm-3,5,R,ugm-3
02-01-1994,15:00,1.0,R,mgm-3,39,R,ugm-3 (GRAV EQ),6,R,ugm-3,27,R,ugm-3,36,R,ugm-3,38,R,ugm-3,5,R,ugm-3
02-01-1994,16:00,1.0,R,mgm-3,23,R,ugm-3 (GRAV EQ),8,R,ugm-3,29,R,ugm-3,40,R,ugm-3,36,R,ugm-3,5,R,ugm-3
02-01-1994,17:00,1.2,R,mgm-3,42,R,ugm-3 (GRAV EQ),8,R,ugm-3,38,R,ugm-3,50,R,ugm-3,30,R,ugm-3,5,R,ugm-3
02-01-1994,18:00,1.0,R,mgm-3,48,R,ugm-3 (GRAV EQ),8,R,ugm-3,32,R,ugm-3,44,R,ugm-3,36,R,ugm-3,5,R,ugm-3
02-01-1994,19:00,1.0,R,mgm-3,43,R,ugm-3 (GRAV EQ),6,R,ugm-3,31,R,ugm-3,40,R,ugm-3,36,R,ugm-3,5,R,ugm-3
02-01-1994,20:00,0.8,R,mgm-3,43,R,ugm-3 (GRAV EQ),5,R,ugm-3,23,R,ugm-3,31,R,ugm-3,40,R,ugm-3,8,R,ugm-3
02-01-1994,21:00,0.7,R,mgm-3,40,R,ugm-3 (GRAV EQ),5,R,ugm-3,25,R,ugm-3,32,R,ugm-3,40,R,ugm-3,5,R,ugm-3
02-01-1994,22:00,0.7,R,mgm-3,18,R,ugm-3 (GRAV EQ),6,R,ugm-3,19,R,ugm-3,29,R,ugm-3,46,R,ugm-3,5,R,ugm-3
02-01-1994,23:00,0.6,R,mgm-3,23,R,ugm-3 (GRAV EQ),5,R,ugm-3,13,R,ugm-3,21,R,ugm-3,52,R,ugm-3,5,R,ugm-3
02-01-1994,24:00,0.6,R,mgm-3,33,R,ugm-3 (GRAV EQ),5,R,ugm-3,13,R,ugm-3,21,R,ugm-3,50,R,ugm-3,3,R,ugm-3
03-01-1994,01:00,0.5,R,mgm-3,17,R,ugm-3 (GRAV EQ),5,R,ugm-3,10,R,ugm-3,17,R,ugm-3,52,R,ugm-3,5,R,ugm-3
03-01-1994,02:00,0.3,R,mgm-3,18,R,ugm-3 (GRAV EQ),4,R,ugm-3,10,R,ugm-3,15,R,ugm-3,54,R,ugm-3,5,R,ugm-3
03-01-1994,03:00,0.5,R,mgm-3,27,R,ugm-3 (GRAV EQ),5,R,ugm-3,4,R,ugm-3,11,R,ugm-3,54,R,ugm-3,3,R,ugm-3
03-01-1994,04:00,0.5,R,mgm-3,29,R,ugm-3 (GRAV EQ),4,R,ugm-3,6,R,ugm-3,11,R,ugm-3,50,R,ugm-3,3,R,ugm-3
03-01-1994,05:00,0.5,R,mgm-3,23,R,ugm-3 (GRAV EQ),4,R,ugm-3,4,R,ugm-3,10,R,ugm-3,54,R,ugm-3,3,R,ugm-3
03-01-1994,06:00,0.5,R,mgm-3,23,R,ugm-3 (GRAV EQ),5,R,ugm-3,4,R,ugm-3,11,R,ugm-3,46,R,ugm-3,3,R,ugm-3
03-01-1994,07:00,0.5,R,mgm-3,29,R,ugm-3 (GRAV EQ),10,R,ugm-3,8,R,ugm-3,23,R,ugm-3,46,R,ugm-3,5,R,ugm-3
03-01-1994,08:00,0.3,R,mgm-3,22,R,ugm-3 (GRAV EQ),10,R,ugm-3,13,R,ugm-3,29,R,ugm-3,42,R,ugm-3,5,R,ugm-3
03-01-1994,09:00,0.5,R,mgm-3,12,R,ugm-3 (GRAV EQ),8,R,ugm-3,19,R,ugm-3,31,R,ugm-3,42,R,ugm-3,3,R,ugm-3
03-01-1994,10:00,0.6,R,mgm-3,9,R,ugm-3 (GRAV EQ),6,R,ugm-3,13,R,ugm-3,23,R,ugm-3,54,R,ugm-3,5,R,ugm-3
03-01-1994,11:00,0.8,R,mgm-3,8,R,ugm-3 (GRAV EQ),6,R,ugm-3,31,R,ugm-3,40,R,ugm-3,44,R,ugm-3,3,R,ugm-3
03-01-1994,12:00,0.9,R,mgm-3,8,R,ugm-3 (GRAV EQ),8,R,ugm-3,32,R,ugm-3,44,R,ugm-3,38,R,ugm-3,5,R,ugm-3
03-01-1994,13:00,1.0,R,mgm-3,9,R,ugm-3 (GRAV EQ),6,R,ugm-3,29,R,ugm-3,38,R,ugm-3,40,R,ugm-3,5,R,ugm-3
03-01-1994,14:00,0.8,R,mgm-3,14,R,ugm-3 (GRAV EQ),9,R,ugm-3,31,R,ugm-3,44,R,ugm-3,42,R,ugm-3,8,R,ugm-3
03-01-1994,15:00,0.9,R,mgm-3,22,R,ugm-3 (GRAV EQ),19,R,ugm-3,36,R,ugm-3,65,R,ugm-3,34,R,ugm-3,8,R,ugm-3
03-01-1994,16:00,1.9,R,mgm-3,30,R,ugm-3 (GRAV EQ),13,R,ugm-3,50,R,ugm-3,69,R,ugm-3,28,R,ugm-3,11,R,ugm-3
03-01-1994,17:00,2.2,R,mgm-3,21,R,ugm-3 (GRAV EQ),25,R,ugm-3,61,R,ugm-3,99,R,ugm-3,10,R,ugm-3,13,R,ugm-3
03-01-1994,18:00,,,,13,R,ugm-3 (GRAV EQ),14,R,ugm-3,42,R,ugm-3,63,R,ugm-3,28,R,ugm-3,13,R,ugm-3
03-01-1994,19:00,,,,26,R,ugm-3 (GRAV EQ),11,R,ugm-3,42,R,ugm-3,59,R,ugm-3,32,R,ugm-3,13,R,ugm-3
03-01-1994,20:00,,,,26,R,ugm-3 (GRAV EQ),6,R,ugm-3,25,R,ugm-3,34,R,ugm-3,40,R,ugm-3,13,R,ugm-3
03-01-1994,21:00,,,,43,R,ugm-3 (GRAV EQ),4,R,ugm-3,15,R,ugm-3,21,R,ugm-3,44,R,ugm-3,13,R,ugm-3
03-01-1994,22:00,,,,26,R,ugm-3 (GRAV EQ),5,R,ugm-3,27,R,ugm-3,34,R,ugm-3,34,R,ugm-3,16,R,ugm-3
03-01-1994,23:00,,,,13,R,ugm-3 (GRAV EQ),3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,50,R,ugm-3,19,R,ugm-3
03-01-1994,24:00,,,,5,R,ugm-3 (GRAV EQ),1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,50,R,ugm-3,16,R,ugm-3
04-01-1994,01:00,,,,7,R,ugm-3 (GRAV EQ),1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,50,R,ugm-3,3,R,ugm-3
04-01-1994,02:00,,,,12,R,ugm-3 (GRAV EQ),3,R,ugm-3,8,R,ugm-3,11,R,ugm-3,56,R,ugm-3,3,R,ugm-3
04-01-1994,03:00,,,,16,R,ugm-3 (GRAV EQ),4,R,ugm-3,8,R,ugm-3,13,R,ugm-3,52,R,ugm-3,3,R,ugm-3
04-01-1994,04:00,,,,9,R,ugm-3 (GRAV EQ),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,56,R,ugm-3,3,R,ugm-3
04-01-1994,05:00,,,,8,R,ugm-3 (GRAV EQ),1,R,ugm-3,4,R,ugm-3,6,R,ugm-3,54,R,ugm-3,3,R,ugm-3
04-01-1994,06:00,,,,7,R,ugm-3 (GRAV EQ),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,46,R,ugm-3,3,R,ugm-3
04-01-1994,07:00,,,,7,R,ugm-3 (GRAV EQ),6,R,ugm-3,31,R,ugm-3,40,R,ugm-3,36,R,ugm-3,13,R,ugm-3
04-01-1994,08:00,,,,20,R,ugm-3 (GRAV EQ),45,R,ugm-3,63,R,ugm-3,132,R,ugm-3,10,R,ugm-3,13,R,ugm-3
04-01-1994,09:00,,,,43,R,ugm-3 (GRAV EQ),141,R,ugm-3,101,R,ugm-3,317,R,ugm-3,8,R,ugm-3,24,R,ugm-3
04-01-1994,10:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,11:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,12:00,2.1,R,mgm-3,,,,60,R,ugm-3,74,R,ugm-3,166,R,ugm-3,8,R,ugm-3,11,R,ugm-3
04-01-1994,13:00,2.0,R,mgm-3,,,,75,R,ugm-3,73,R,ugm-3,187,R,ugm-3,8,R,ugm-3,29,R,ugm-3
04-01-1994,14:00,2.0,R,mgm-3,,,,74,R,ugm-3,74,R,ugm-3,187,R,ugm-3,6,R,ugm-3,29,R,ugm-3
04-01-1994,15:00,2.8,R,mgm-3,,,,90,R,ugm-3,69,R,ugm-3,206,R,ugm-3,6,R,ugm-3,32,R,ugm-3
04-01-1994,16:00,,,,,,,83,R,ugm-3,74,R,ugm-3,201,R,ugm-3,6,R,ugm-3,45,R,ugm-3
04-01-1994,17:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,18:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,19:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,20:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,21:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,22:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,23:00,,,,,,,,,,,,,,,,,,,,,
04-01-1994,24:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,01:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,02:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,03:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,04:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,05:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,06:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,07:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,08:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,09:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,10:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,11:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,12:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,13:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,14:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,15:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,16:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,17:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,18:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,19:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,20:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,21:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,22:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,23:00,,,,,,,,,,,,,,,,,,,,,
05-01-1994,24:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,01:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,02:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,03:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,04:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,05:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,06:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,07:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,08:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,09:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,10:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,11:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,12:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,13:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,14:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,15:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,16:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,17:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,18:00,,,,,,,,,,,,,,,,,,,,,
06-01-1994,19:00,3.2,R,mgm-3,61,R,ugm-3 (GRAV EQ),175,R,ugm-3,78,R,ugm-3,346,R,ugm-3,6,R,ugm-3,24,R,ugm-3
06-01-1994,20:00,2.4,R,mgm-3,48,R,ugm-3 (GRAV EQ),118,R,ugm-3,69,R,ugm-3,248,R,ugm-3,4,R,ugm-3,21,R,ugm-3
06-01-1994,21:00,2.7,R,mgm-3,49,R,ugm-3 (GRAV EQ),126,R,ugm-3,71,R,ugm-3,264,R,ugm-3,4,R,ugm-3,19,R,ugm-3
06-01-1994,22:00,2.8,R,mgm-3,53,R,ugm-3 (GRAV EQ),110,R,ugm-3,67,R,ugm-3,235,R,ugm-3,4,R,ugm-3,27,R,ugm-3
06-01-1994,23:00,2.4,R,mgm-3,56,R,ugm-3 (GRAV EQ),83,R,ugm-3,67,R,ugm-3,193,R,ugm-3,4,R,ugm-3,35,R,ugm-3
06-01-1994,24:00,2.3,R,mgm-3,56,R,ugm-3 (GRAV EQ),70,R,ugm-3,65,R,ugm-3,172,R,ugm-3,4,R,ugm-3,29,R,ugm-3
07-01-1994,01:00,1.9,R,mgm-3,43,R,ugm-3 (GRAV EQ),64,R,ugm-3,59,R,ugm-3,157,R,ugm-3,2,R,ugm-3,24,R,ugm-3
07-01-1994,02:00,1.2,R,mgm-3,34,R,ugm-3 (GRAV EQ),31,R,ugm-3,46,R,ugm-3,94,R,ugm-3,4,R,ugm-3,16,R,ugm-3
07-01-1994,03:00,1.2,R,mgm-3,25,R,ugm-3 (GRAV EQ),24,R,ugm-3,42,R,ugm-3,78,R,ugm-3,4,R,ugm-3,11,R,ugm-3
07-01-1994,04:00,0.9,R,mgm-3,21,R,ugm-3 (GRAV EQ),24,R,ugm-3,40,R,ugm-3,76,R,ugm-3,2,R,ugm-3,8,R,ugm-3
07-01-1994,05:00,1.0,R,mgm-3,25,R,ugm-3 (GRAV EQ),29,R,ugm-3,38,R,ugm-3,82,R,ugm-3,2,R,ugm-3,8,R,ugm-3
07-01-1994,06:00,1.0,R,mgm-3,27,R,ugm-3 (GRAV EQ),43,R,ugm-3,34,R,ugm-3,99,R,ugm-3,4,R,ugm-3,11,R,ugm-3
07-01-1994,07:00,1.6,R,mgm-3,36,R,ugm-3 (GRAV EQ),194,R,ugm-3,55,R,ugm-3,351,R,ugm-3,4,R,ugm-3,13,R,ugm-3
07-01-1994,08:00,2.2,R,mgm-3,270,R,ugm-3 (GRAV EQ),401,R,ugm-3,115,R,ugm-3,728,R,ugm-3,12,R,ugm-3,32,R,ugm-3
07-01-1994,09:00,4.3,R,mgm-3,88,R,ugm-3 (GRAV EQ),378,R,ugm-3,82,R,ugm-3,659,R,ugm-3,8,R,ugm-3,35,R,ugm-3
07-01-1994,10:00,5.5,R,mgm-3,85,R,ugm-3 (GRAV EQ),370,R,ugm-3,61,R,ugm-3,626,R,ugm-3,6,R,ugm-3,45,R,ugm-3
07-01-1994,11:00,4.3,R,mgm-3,59,R,ugm-3 (GRAV EQ),281,R,ugm-3,69,R,ugm-3,499,R,ugm-3,6,R,ugm-3,48,R,ugm-3
07-01-1994,12:00,2.2,R,mgm-3,38,R,ugm-3 (GRAV EQ),116,R,ugm-3,52,R,ugm-3,229,R,ugm-3,4,R,ugm-3,43,R,ugm-3
07-01-1994,13:00,1.5,R,mgm-3,27,R,ugm-3 (GRAV EQ),43,R,ugm-3,38,R,ugm-3,103,R,ugm-3,10,R,ugm-3,40,R,ugm-3
07-01-1994,14:00,1.6,R,mgm-3,39,R,ugm-3 (GRAV EQ),36,R,ugm-3,42,R,ugm-3,97,R,ugm-3,10,R,ugm-3,29,R,ugm-3
07-01-1994,15:00,2.2,R,mgm-3,57,R,ugm-3 (GRAV EQ),93,R,ugm-3,57,R,ugm-3,199,R,ugm-3,6,R,ugm-3,35,R,ugm-3
07-01-1994,16:00,2.2,R,mgm-3,56,R,ugm-3 (GRAV EQ),93,R,ugm-3,63,R,ugm-3,204,R,ugm-3,6,R,ugm-3,29,R,ugm-3
07-01-1994,17:00,4.5,R,mgm-3,74,R,ugm-3 (GRAV EQ),258,R,ugm-3,74,R,ugm-3,468,R,ugm-3,8,R,ugm-3,32,R,ugm-3
07-01-1994,18:00,7.3,R,mgm-3,87,R,ugm-3 (GRAV EQ),415,R,ugm-3,78,R,ugm-3,712,R,ugm-3,10,R,ugm-3,43,R,ugm-3
07-01-1994,19:00,6.6,R,mgm-3,100,R,ugm-3 (GRAV EQ),453,R,ugm-3,86,R,ugm-3,777,R,ugm-3,8,R,ugm-3,56,R,ugm-3
07-01-1994,20:00,4.9,R,mgm-3,70,R,ugm-3 (GRAV EQ),354,R,ugm-3,74,R,ugm-3,615,R,ugm-3,6,R,ugm-3,48,R,ugm-3
07-01-1994,21:00,4.9,R,mgm-3,69,R,ugm-3 (GRAV EQ),344,R,ugm-3,73,R,ugm-3,598,R,ugm-3,6,R,ugm-3,45,R,ugm-3
07-01-1994,22:00,4.1,R,mgm-3,74,R,ugm-3 (GRAV EQ),310,R,ugm-3,69,R,ugm-3,542,R,ugm-3,6,R,ugm-3,48,R,ugm-3
07-01-1994,23:00,3.7,R,mgm-3,61,R,ugm-3 (GRAV EQ),304,R,ugm-3,67,R,ugm-3,531,R,ugm-3,6,R,ugm-3,43,R,ugm-3
07-01-1994,24:00,4.4,R,mgm-3,62,R,ugm-3 (GRAV EQ),338,R,ugm-3,55,R,ugm-3,571,R,ugm-3,6,R,ugm-3,45,R,ugm-3
08-01-1994,01:00,5.3,R,mgm-3,81,R,ugm-3 (GRAV EQ),390,R,ugm-3,61,R,ugm-3,657,R,ugm-3,8,R,ugm-3,51,R,ugm-3
08-01-1994,02:00,6.4,R,mgm-3,87,R,ugm-3 (GRAV EQ),493,R,ugm-3,74,R,ugm-3,827,R,ugm-3,10,R,ugm-3,51,R,ugm-3
08-01-1994,03:00,5.7,R,mgm-3,77,R,ugm-3 (GRAV EQ),419,R,ugm-3,65,R,ugm-3,705,R,ugm-3,8,R,ugm-3,51,R,ugm-3
08-01-1994,04:00,4.4,R,mgm-3,53,R,ugm-3 (GRAV EQ),320,R,ugm-3,48,R,ugm-3,537,R,ugm-3,6,R,ugm-3,45,R,ugm-3
08-01-1994,05:00,3.6,R,mgm-3,51,R,ugm-3 (GRAV EQ),244,R,ugm-3,50,R,ugm-3,422,R,ugm-3,4,R,ugm-3,43,R,ugm-3
08-01-1994,06:00,2.2,R,mgm-3,39,R,ugm-3 (GRAV EQ),128,R,ugm-3,46,R,ugm-3,241,R,ugm-3,2,R,ugm-3,37,R,ugm-3
08-01-1994,07:00,2.0,R,mgm-3,39,R,ugm-3 (GRAV EQ),111,R,ugm-3,50,R,ugm-3,220,R,ugm-3,4,R,ugm-3,37,R,ugm-3
08-01-1994,08:00,2.4,R,mgm-3,43,R,ugm-3 (GRAV EQ),116,R,ugm-3,50,R,ugm-3,227,R,ugm-3,4,R,ugm-3,40,R,ugm-3
08-01-1994,09:00,2.9,R,mgm-3,56,R,ugm-3 (GRAV EQ),163,R,ugm-3,55,R,ugm-3,304,R,ugm-3,6,R,ugm-3,45,R,ugm-3
08-01-1994,10:00,3.0,R,mgm-3,62,R,ugm-3 (GRAV EQ),145,R,ugm-3,53,R,ugm-3,275,R,ugm-3,6,R,ugm-3,59,R,ugm-3
08-01-1994,11:00,2.9,R,mgm-3,75,R,ugm-3 (GRAV EQ),151,R,ugm-3,57,R,ugm-3,288,R,ugm-3,8,R,ugm-3,56,R,ugm-3
08-01-1994,12:00,2.6,R,mgm-3,65,R,ugm-3 (GRAV EQ),98,R,ugm-3,53,R,ugm-3,202,R,ugm-3,6,R,ugm-3,51,R,ugm-3
08-01-1994,13:00,3.1,R,mgm-3,61,R,ugm-3 (GRAV EQ),136,R,ugm-3,57,R,ugm-3,265,R,ugm-3,6,R,ugm-3,53,R,ugm-3
08-01-1994,14:00,2.0,R,mgm-3,40,R,ugm-3 (GRAV EQ),51,R,ugm-3,50,R,ugm-3,128,R,ugm-3,6,R,ugm-3,37,R,ugm-3
08-01-1994,15:00,1.6,R,mgm-3,23,R,ugm-3 (GRAV EQ),31,R,ugm-3,48,R,ugm-3,96,R,ugm-3,6,R,ugm-3,24,R,ugm-3
08-01-1994,16:00,1.9,R,mgm-3,23,R,ugm-3 (GRAV EQ),29,R,ugm-3,42,R,ugm-3,86,R,ugm-3,8,R,ugm-3,19,R,ugm-3
