Data supplied by UK-AIR on 10/6/2017
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Black carbon",status,unit,"UV Particulate Matter",status,unit
01-01-2016,11:00,0.055300,R,mgm-3,13.800,R,ugm-3 (TEOM FDMS),1.45685,R,ugm-3,10.39874,R,ugm-3,12.63254,R,ugm-3,10.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),55.86763,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),1.20406,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.20,R,ugm-3
01-01-2016,12:00,0.066942,R,mgm-3,15.200,R,ugm-3 (TEOM FDMS),1.37359,R,ugm-3,10.84866,R,ugm-3,12.95480,R,ugm-3,11.700,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),56.79762,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),1.74023,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),3.200,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.10,R,ugm-3
01-01-2016,13:00,0.046568,R,mgm-3,16.000,R,ugm-3 (TEOM FDMS),1.33212,R,ugm-3,11.68538,R,ugm-3,13.72793,R,ugm-3,12.100,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS),55.11325,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),2.00765,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
01-01-2016,14:00,0.052389,R,mgm-3,16.400,R,ugm-3 (TEOM FDMS),1.20708,R,ugm-3,10.26582,R,ugm-3,12.11664,R,ugm-3,11.000,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS),58.82974,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),2.20855,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.10,R,ugm-3
01-01-2016,15:00,0.055300,R,mgm-3,12.800,R,ugm-3 (TEOM FDMS),1.91461,R,ugm-3,13.30574,R,ugm-3,16.24143,R,ugm-3,8.200,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS),60.10799,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),2.20788,R,ugm-3,4.600,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.00,R,ugm-3
01-01-2016,16:00,0.064031,R,mgm-3,6.900,R,ugm-3 (TEOM FDMS),1.70693,R,ugm-3,12.52831,R,ugm-3,15.14557,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),61.55936,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),2.40878,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),0.100,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.20,R,ugm-3
01-01-2016,17:00,0.052389,R,mgm-3,9.600,R,ugm-3 (TEOM FDMS),1.79019,R,ugm-3,14.39969,R,ugm-3,17.14461,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),59.17799,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),2.27507,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.20,R,ugm-3
01-01-2016,18:00,0.052389,R,mgm-3,15.600,R,ugm-3 (TEOM FDMS),1.41506,R,ugm-3,11.36503,R,ugm-3,13.53476,R,ugm-3,10.100,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),61.50149,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),2.40878,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),1.900,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
01-01-2016,19:00,0.046568,R,mgm-3,17.600,R,ugm-3 (TEOM FDMS),1.41537,R,ugm-3,11.68681,R,ugm-3,13.85702,R,ugm-3,11.700,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS),59.75924,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),2.67687,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),3.400,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.10,R,ugm-3
01-01-2016,20:00,0.055300,R,mgm-3,16.900,R,ugm-3 (TEOM FDMS),1.33212,R,ugm-3,11.81495,R,ugm-3,13.85750,R,ugm-3,13.100,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),62.95336,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),2.74405,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.10,R,ugm-3
01-01-2016,21:00,0.058210,R,mgm-3,15.100,R,ugm-3 (TEOM FDMS),1.37328,R,ugm-3,10.72052,R,ugm-3,12.82618,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),3.500,R,ugm-3 (TEOM FDMS),64.40473,R,ugm-3,6.600,R,ugm-3 (TEOM FDMS),2.94495,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.00,R,ugm-3
01-01-2016,22:00,0.055300,R,mgm-3,9.700,R,ugm-3 (TEOM FDMS),1.45716,R,ugm-3,11.68729,R,ugm-3,13.92157,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS),59.41049,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),3.21237,R,ugm-3,5.300,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.10,R,ugm-3
01-01-2016,23:00,0.061121,R,mgm-3,10.500,R,ugm-3 (TEOM FDMS),1.95701,R,ugm-3,11.37173,R,ugm-3,14.37244,R,ugm-3,7.200,R,ugm-3 (TEOM FDMS),2.600,R,ugm-3 (TEOM FDMS),55.92650,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),3.61350,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),3.500,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.10,R,ugm-3
01-01-2016,24:00,0.066942,R,mgm-3,15.600,R,ugm-3 (TEOM FDMS),1.29064,R,ugm-3,8.72004,R,ugm-3,10.69900,R,ugm-3,10.900,R,ugm-3 (TEOM FDMS),3.200,R,ugm-3 (TEOM FDMS),56.62350,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),3.74721,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.10,R,ugm-3
02-01-2016,01:00,0.062091,R,mgm-3,13.100,R,ugm-3 (TEOM FDMS),1.49842,R,ugm-3,8.52210,R,ugm-3,10.81965,R,ugm-3,9.200,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),57.08833,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),0.98099,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.20,R,ugm-3
02-01-2016,02:00,0.065971,R,mgm-3,12.900,R,ugm-3 (TEOM FDMS),0.94379,R,ugm-3,6.79639,R,ugm-3,8.24351,R,ugm-3,9.000,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),60.42381,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),1.24708,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),0.10,R,ugm-3,0.20,R,ugm-3
02-01-2016,03:00,0.058210,R,mgm-3,15.900,R,ugm-3 (TEOM FDMS),0.70784,R,ugm-3,6.32129,R,ugm-3,7.40663,R,ugm-3,12.000,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),62.18901,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),1.06968,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.10,R,ugm-3
02-01-2016,04:00,0.061121,R,mgm-3,15.000,R,ugm-3 (TEOM FDMS),0.70784,R,ugm-3,5.22591,R,ugm-3,6.31125,R,ugm-3,9.300,R,ugm-3 (TEOM FDMS),0.000,R,ugm-3 (TEOM FDMS),64.98099,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),1.13620,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.00,R,ugm-3
02-01-2016,05:00,0.046568,R,mgm-3,11.800,R,ugm-3 (TEOM FDMS),0.91614,R,ugm-3,7.28997,R,ugm-3,8.69470,R,ugm-3,9.800,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS),65.79524,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),1.67171,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),0.10,R,ugm-3,0.20,R,ugm-3
02-01-2016,06:00,0.046568,R,mgm-3,9.100,R,ugm-3 (TEOM FDMS),0.83257,R,ugm-3,6.96724,R,ugm-3,8.24383,R,ugm-3,5.300,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),70.04209,R,ugm-3,0.900,R,ugm-3 (TEOM FDMS),1.80542,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,-0.10,R,ugm-3
02-01-2016,07:00,0.055300,R,mgm-3,6.100,R,ugm-3 (TEOM FDMS),3.62154,R,ugm-3,13.38128,R,ugm-3,18.93423,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),69.22784,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),1.60452,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,-0.10,R,ugm-3
02-01-2016,08:00,0.037837,R,mgm-3,10.700,R,ugm-3 (TEOM FDMS),1.87313,R,ugm-3,9.30001,R,ugm-3,12.17211,R,ugm-3,9.000,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),72.36857,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),1.87327,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,-0.20,R,ugm-3
02-01-2016,09:00,0.072763,R,mgm-3,9.000,R,ugm-3 (TEOM FDMS),1.24917,R,ugm-3,14.12094,R,ugm-3,16.03631,R,ugm-3,7.500,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),60.32752,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),1.73890,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.10,R,ugm-3
02-01-2016,10:00,0.078584,R,mgm-3,8.600,R,ugm-3 (TEOM FDMS),1.91461,R,ugm-3,22.11758,R,ugm-3,25.05327,R,ugm-3,7.900,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),50.61145,R,ugm-3,0.500,R,ugm-3 (TEOM FDMS),1.80542,R,ugm-3,0.700,R,ugm-3 (TEOM FDMS),-1.300,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,-0.10,R,ugm-3
02-01-2016,11:00,0.093136,R,mgm-3,5.700,R,ugm-3 (TEOM FDMS),2.33120,R,ugm-3,19.73987,R,ugm-3,23.31433,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),52.00844,R,ugm-3,0.000,R,ugm-3 (TEOM FDMS),1.87261,R,ugm-3,0.200,R,ugm-3 (TEOM FDMS),-1.700,R,ugm-3 (TEOM FDMS),0.80,R,ugm-3,-0.10,R,ugm-3
02-01-2016,12:00,0.128062,R,mgm-3,7.500,R,ugm-3 (TEOM FDMS),3.74658,R,ugm-3,25.74894,R,ugm-3,31.49362,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),42.11875,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),1.40296,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),-0.600,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.10,R,ugm-3
02-01-2016,13:00,0.142615,R,mgm-3,8.400,R,ugm-3 (TEOM FDMS),6.57733,R,ugm-3,35.12593,R,ugm-3,45.21102,R,ugm-3,7.600,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS),31.35594,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),1.67171,R,ugm-3,0.800,R,ugm-3 (TEOM FDMS),-1.300,R,ugm-3 (TEOM FDMS),1.30,R,ugm-3,0.20,R,ugm-3
02-01-2016,14:00,0.130973,R,mgm-3,6.100,R,ugm-3 (TEOM FDMS),7.07656,R,ugm-3,32.49242,R,ugm-3,43.34299,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),4.300,R,ugm-3 (TEOM FDMS),31.41431,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),1.80609,R,ugm-3,0.500,R,ugm-3 (TEOM FDMS),-0.800,R,ugm-3 (TEOM FDMS),1.50,R,ugm-3,0.20,R,ugm-3
02-01-2016,15:00,0.221198,R,mgm-3,9.300,R,ugm-3 (TEOM FDMS),8.49224,R,ugm-3,34.95954,R,ugm-3,47.98080,R,ugm-3,8.700,R,ugm-3 (TEOM FDMS),4.200,R,ugm-3 (TEOM FDMS),25.59685,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),1.80609,R,ugm-3,0.600,R,ugm-3 (TEOM FDMS),-1.100,R,ugm-3 (TEOM FDMS),1.70,R,ugm-3,0.30,R,ugm-3
02-01-2016,16:00,0.270677,R,mgm-3,12.800,R,ugm-3 (TEOM FDMS),7.24338,R,ugm-3,36.55218,R,ugm-3,47.65854,R,ugm-3,12.400,R,ugm-3 (TEOM FDMS),13.300,R,ugm-3 (TEOM FDMS),26.87659,R,ugm-3,11.900,R,ugm-3 (TEOM FDMS),3.20905,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),-1.400,R,ugm-3 (TEOM FDMS),1.70,R,ugm-3,0.20,R,ugm-3
02-01-2016,17:00,0.273587,R,mgm-3,18.100,R,ugm-3 (TEOM FDMS),7.57610,R,ugm-3,38.87587,R,ugm-3,50.49239,R,ugm-3,16.700,R,ugm-3 (TEOM FDMS),13.300,R,ugm-3 (TEOM FDMS),23.85161,R,ugm-3,12.600,R,ugm-3 (TEOM FDMS),4.14435,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),-0.700,R,ugm-3 (TEOM FDMS),1.90,R,ugm-3,0.20,R,ugm-3
02-01-2016,18:00,0.227019,R,mgm-3,12.900,R,ugm-3 (TEOM FDMS),7.49316,R,ugm-3,34.43026,R,ugm-3,45.91960,R,ugm-3,11.400,R,ugm-3 (TEOM FDMS),7.100,R,ugm-3 (TEOM FDMS),26.06284,R,ugm-3,7.600,R,ugm-3 (TEOM FDMS),3.47647,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS),1.70,R,ugm-3,-0.10,R,ugm-3
02-01-2016,19:00,0.168809,R,mgm-3,13.000,R,ugm-3 (TEOM FDMS),5.12048,R,ugm-3,26.99063,R,ugm-3,34.84193,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),6.600,R,ugm-3 (TEOM FDMS),33.33418,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),2.94096,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),-0.900,R,ugm-3 (TEOM FDMS),1.10,R,ugm-3,0.30,R,ugm-3
02-01-2016,20:00,0.101868,R,mgm-3,15.200,R,ugm-3 (TEOM FDMS),3.24672,R,ugm-3,20.65452,R,ugm-3,25.63276,R,ugm-3,13.200,R,ugm-3 (TEOM FDMS),6.400,R,ugm-3 (TEOM FDMS),35.77691,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),2.47397,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),-1.700,R,ugm-3 (TEOM FDMS),1.20,R,ugm-3,0.10,R,ugm-3
02-01-2016,21:00,0.072763,R,mgm-3,10.000,R,ugm-3 (TEOM FDMS),1.95670,R,ugm-3,14.00237,R,ugm-3,17.00260,R,ugm-3,8.500,R,ugm-3 (TEOM FDMS),4.200,R,ugm-3 (TEOM FDMS),41.01313,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),1.26992,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),-0.600,R,ugm-3 (TEOM FDMS),1.00,R,ugm-3,-0.10,R,ugm-3
02-01-2016,22:00,0.069852,R,mgm-3,6.700,R,ugm-3 (TEOM FDMS),1.33212,R,ugm-3,10.00094,R,ugm-3,12.04349,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),56.48679,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),1.00316,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,-0.10,R,ugm-3
02-01-2016,23:00,0.052389,R,mgm-3,5.700,R,ugm-3 (TEOM FDMS),1.04087,R,ugm-3,8.64402,R,ugm-3,10.24000,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),66.55161,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.73574,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.00,R,ugm-3
02-01-2016,24:00,0.034926,R,mgm-3,11.600,R,ugm-3 (TEOM FDMS),0.87467,R,ugm-3,10.18693,R,ugm-3,11.52807,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),1.900,R,ugm-3 (TEOM FDMS),66.55161,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),0.53484,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),0.50,R,ugm-3,0.00,R,ugm-3
03-01-2016,01:00,,,,13.000,R,ugm-3 (TEOM FDMS),1.05397,R,ugm-3,10.14773,R,ugm-3,11.76379,R,ugm-3,7.100,R,ugm-3 (TEOM FDMS),-1.700,R,ugm-3 (TEOM FDMS),72.66410,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),0.17739,R,ugm-3,5.900,R,ugm-3 (TEOM FDMS),4.000,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.10,R,ugm-3
03-01-2016,02:00,0.031045,R,mgm-3,12.000,R,ugm-3 (TEOM FDMS),1.05355,R,ugm-3,13.84140,R,ugm-3,15.45683,R,ugm-3,8.300,R,ugm-3 (TEOM FDMS),-1.200,R,ugm-3 (TEOM FDMS),73.36260,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),0.08870,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.10,R,ugm-3
03-01-2016,03:00,0.037837,R,mgm-3,12.200,R,ugm-3 (TEOM FDMS),0.79048,R,ugm-3,13.60027,R,ugm-3,14.81231,R,ugm-3,7.500,R,ugm-3 (TEOM FDMS),-0.900,R,ugm-3 (TEOM FDMS),69.46184,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),0.33328,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,-0.10,R,ugm-3
03-01-2016,04:00,0.017463,R,mgm-3,12.400,R,ugm-3 (TEOM FDMS),0.87373,R,ugm-3,10.25291,R,ugm-3,11.59262,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),0.200,R,ugm-3 (TEOM FDMS),74.35230,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),0.80093,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.00,R,ugm-3
03-01-2016,05:00,0.046568,R,mgm-3,9.400,R,ugm-3 (TEOM FDMS),0.58249,R,ugm-3,6.64211,R,ugm-3,7.53525,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),-2.700,R,ugm-3 (TEOM FDMS),73.77055,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),0.80093,R,ugm-3,6.600,R,ugm-3 (TEOM FDMS),4.900,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.00,R,ugm-3
