Data supplied by UK-AIR on 9/6/2008
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM10 particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"Sulphur dioxide",status,unit,"1,3-butadiene",status,unit,"benzene",status,unit,"ethylbenzene",status,unit,"toluene",status,unit,"m+p-xylene",status,unit,"o-xylene",status,unit
 
01-01-2006,01:00,0.3,R,mgm-3,,,,4,R,ugm-3,29,R,ugm-3,34,R,ugm-3,40,R,ugm-3,3,R,ugm-3,0.16,R,ugm-3,1.89,R,ugm-3,0.18,R,ugm-3,1.84,R,ugm-3,0.66,R,ugm-3,0.35,R,ugm-3
01-01-2006,02:00,0.3,R,mgm-3,23,R,ugm-3 (GRAV EQ),,,,,,,,,,42,R,ugm-3,5,R,ugm-3,0.14,R,ugm-3,2.05,R,ugm-3,0.18,R,ugm-3,1.88,R,ugm-3,0.62,R,ugm-3,0.35,R,ugm-3
01-01-2006,03:00,0.3,R,mgm-3,23,R,ugm-3 (GRAV EQ),3,R,ugm-3,31,R,ugm-3,34,R,ugm-3,36,R,ugm-3,3,R,ugm-3,0.23,R,ugm-3,1.98,R,ugm-3,0.22,R,ugm-3,2.14,R,ugm-3,0.75,R,ugm-3,0.40,R,ugm-3
01-01-2006,04:00,0.3,R,mgm-3,18,R,ugm-3 (GRAV EQ),4,R,ugm-3,27,R,ugm-3,32,R,ugm-3,38,R,ugm-3,5,R,ugm-3,0.11,R,ugm-3,1.63,R,ugm-3,0.18,R,ugm-3,1.92,R,ugm-3,0.71,R,ugm-3,0.40,R,ugm-3
01-01-2006,05:00,0.3,R,mgm-3,16,R,ugm-3 (GRAV EQ),3,R,ugm-3,31,R,ugm-3,34,R,ugm-3,32,R,ugm-3,3,R,ugm-3,0.14,R,ugm-3,1.50,R,ugm-3,0.22,R,ugm-3,2.14,R,ugm-3,0.75,R,ugm-3,0.40,R,ugm-3
01-01-2006,06:00,0.2,R,mgm-3,12,R,ugm-3 (GRAV EQ),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,44,R,ugm-3,3,R,ugm-3,0.02,R,ugm-3,0.98,R,ugm-3,0.13,R,ugm-3,1.46,R,ugm-3,0.40,R,ugm-3,0.26,R,ugm-3
01-01-2006,07:00,0.2,R,mgm-3,10,R,ugm-3 (GRAV EQ),0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,48,R,ugm-3,3,R,ugm-3,0.02,R,ugm-3,0.72,R,ugm-3,0.09,R,ugm-3,1.11,R,ugm-3,0.26,R,ugm-3,0.22,R,ugm-3
01-01-2006,08:00,0.1,R,mgm-3,9,R,ugm-3 (GRAV EQ),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,48,R,ugm-3,3,R,ugm-3,0.00,R,ugm-3,0.72,R,ugm-3,0.09,R,ugm-3,1.11,R,ugm-3,0.26,R,ugm-3,0.18,R,ugm-3
01-01-2006,09:00,0.1,R,mgm-3,10,R,ugm-3 (GRAV EQ),0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,56,R,ugm-3,3,R,ugm-3,0.00,R,ugm-3,0.65,R,ugm-3,0.09,R,ugm-3,0.96,R,ugm-3,0.22,R,ugm-3,0.18,R,ugm-3
