Data supplied by UK-AIR on 8/5/2020
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Black carbon",status,unit,"UV Particulate Matter",status,unit
01-01-2019,15:00,0.157869,R,mgm-3,16.600,R,ugm-3 (TEOM FDMS),,,,,,,,,,16.700,R,ugm-3 (TEOM FDMS),11.500,R,ugm-3 (TEOM FDMS),37.46927,R,ugm-3,13.200,R,ugm-3 (TEOM FDMS),1.62646,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.30,R,ugm-3
01-01-2019,16:00,0.142082,R,mgm-3,18.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.600,R,ugm-3 (TEOM FDMS),9.900,R,ugm-3 (TEOM FDMS),35.07443,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),1.05720,R,ugm-3,-0.400,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),0.50,R,ugm-3,0.30,R,ugm-3
01-01-2019,17:00,0.161026,R,mgm-3,14.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,14.500,R,ugm-3 (TEOM FDMS),9.200,R,ugm-3 (TEOM FDMS),26.09378,R,ugm-3,10.700,R,ugm-3 (TEOM FDMS),1.46382,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,0.30,R,ugm-3
01-01-2019,18:00,0.202073,R,mgm-3,21.800,R,ugm-3 (TEOM FDMS),,,,,,,,,,19.800,R,ugm-3 (TEOM FDMS),15.500,R,ugm-3 (TEOM FDMS),17.56216,R,ugm-3,17.100,R,ugm-3 (TEOM FDMS),1.78911,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.40,R,ugm-3
01-01-2019,19:00,0.145240,R,mgm-3,12.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.200,R,ugm-3 (TEOM FDMS),8.700,R,ugm-3 (TEOM FDMS),26.59270,R,ugm-3,10.400,R,ugm-3 (TEOM FDMS),1.70778,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),1.80,R,ugm-3,1.20,R,ugm-3
01-01-2019,20:00,0.107351,R,mgm-3,14.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,7.800,R,ugm-3 (TEOM FDMS),4.300,R,ugm-3 (TEOM FDMS),51.93809,R,ugm-3,8.100,R,ugm-3 (TEOM FDMS),1.05720,R,ugm-3,6.200,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),1.30,R,ugm-3,0.90,R,ugm-3
01-01-2019,21:00,0.094722,R,mgm-3,16.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.200,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),57.72562,R,ugm-3,6.300,R,ugm-3 (TEOM FDMS),0.97588,R,ugm-3,4.800,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.10,R,ugm-3
01-01-2019,22:00,0.101036,R,mgm-3,16.600,R,ugm-3 (TEOM FDMS),,,,,,,,,,13.700,R,ugm-3 (TEOM FDMS),6.400,R,ugm-3 (TEOM FDMS),52.33723,R,ugm-3,7.200,R,ugm-3 (TEOM FDMS),0.73191,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.30,R,ugm-3
01-01-2019,23:00,0.116823,R,mgm-3,21.100,R,ugm-3 (TEOM FDMS),,,,,,,,,,17.300,R,ugm-3 (TEOM FDMS),8.100,R,ugm-3 (TEOM FDMS),51.04003,R,ugm-3,9.300,R,ugm-3 (TEOM FDMS),0.89456,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
01-01-2019,24:00,0.123137,R,mgm-3,18.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,16.300,R,ugm-3 (TEOM FDMS),7.200,R,ugm-3 (TEOM FDMS),45.80132,R,ugm-3,8.200,R,ugm-3 (TEOM FDMS),1.21985,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.20,R,ugm-3
02-01-2019,01:00,0.071584,R,mgm-3,15.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,14.600,R,ugm-3 (TEOM FDMS),7.100,R,ugm-3 (TEOM FDMS),46.43329,R,ugm-3,8.400,R,ugm-3 (TEOM FDMS),0.97441,R,ugm-3,0.900,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
02-01-2019,02:00,0.053688,R,mgm-3,5.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,2.600,R,ugm-3 (TEOM FDMS),6.700,R,ugm-3 (TEOM FDMS),41.77665,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),0.75788,R,ugm-3,2.600,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS),0.10,R,ugm-3,0.30,R,ugm-3
02-01-2019,03:00,0.082111,R,mgm-3,12.600,R,ugm-3 (TEOM FDMS),,,,,,,,,,8.500,R,ugm-3 (TEOM FDMS),4.500,R,ugm-3 (TEOM FDMS),42.15916,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),1.38042,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
02-01-2019,04:00,0.082111,R,mgm-3,15.900,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.500,R,ugm-3 (TEOM FDMS),6.800,R,ugm-3 (TEOM FDMS),37.12002,R,ugm-3,9.100,R,ugm-3 (TEOM FDMS),1.78642,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),2.300,R,ugm-3 (TEOM FDMS),0.20,R,ugm-3,0.30,R,ugm-3
02-01-2019,05:00,0.075795,R,mgm-3,13.300,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.200,R,ugm-3 (TEOM FDMS),6.800,R,ugm-3 (TEOM FDMS),36.67099,R,ugm-3,9.700,R,ugm-3 (TEOM FDMS),1.54282,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS),0.30,R,ugm-3,0.20,R,ugm-3
02-01-2019,06:00,0.078953,R,mgm-3,14.100,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.200,R,ugm-3 (TEOM FDMS),6.600,R,ugm-3 (TEOM FDMS),30.68389,R,ugm-3,8.700,R,ugm-3 (TEOM FDMS),1.29922,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.30,R,ugm-3
02-01-2019,07:00,0.104218,R,mgm-3,15.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,11.500,R,ugm-3 (TEOM FDMS),7.000,R,ugm-3 (TEOM FDMS),20.55571,R,ugm-3,9.000,R,ugm-3 (TEOM FDMS),1.21801,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.40,R,ugm-3
02-01-2019,08:00,0.189486,R,mgm-3,20.600,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.500,R,ugm-3 (TEOM FDMS),7.600,R,ugm-3 (TEOM FDMS),6.38624,R,ugm-3,8.200,R,ugm-3 (TEOM FDMS),1.70522,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,0.40,R,ugm-3
02-01-2019,09:00,0.429504,R,mgm-3,22.300,R,ugm-3 (TEOM FDMS),,,,,,,,,,21.500,R,ugm-3 (TEOM FDMS),12.100,R,ugm-3 (TEOM FDMS),1.99570,R,ugm-3,11.900,R,ugm-3 (TEOM FDMS),4.79086,R,ugm-3,0.800,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.50,R,ugm-3
02-01-2019,10:00,0.265282,R,mgm-3,26.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,25.500,R,ugm-3 (TEOM FDMS),11.000,R,ugm-3 (TEOM FDMS),2.54452,R,ugm-3,11.900,R,ugm-3 (TEOM FDMS),4.62846,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS),1.90,R,ugm-3,0.90,R,ugm-3
02-01-2019,11:00,0.211593,R,mgm-3,22.900,R,ugm-3 (TEOM FDMS),,,,,,,,,,20.800,R,ugm-3 (TEOM FDMS),14.100,R,ugm-3 (TEOM FDMS),5.08904,R,ugm-3,15.700,R,ugm-3 (TEOM FDMS),3.89765,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),1.90,R,ugm-3,0.90,R,ugm-3
02-01-2019,12:00,0.142115,R,mgm-3,28.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,23.000,R,ugm-3 (TEOM FDMS),10.600,R,ugm-3 (TEOM FDMS),21.60345,R,ugm-3,14.200,R,ugm-3 (TEOM FDMS),2.19243,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),1.60,R,ugm-3,0.90,R,ugm-3
02-01-2019,13:00,0.110534,R,mgm-3,25.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,21.800,R,ugm-3 (TEOM FDMS),11.900,R,ugm-3 (TEOM FDMS),31.33249,R,ugm-3,14.900,R,ugm-3 (TEOM FDMS),1.62402,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS),1.10,R,ugm-3,0.60,R,ugm-3
02-01-2019,14:00,0.116851,R,mgm-3,23.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,21.500,R,ugm-3 (TEOM FDMS),9.800,R,ugm-3 (TEOM FDMS),37.26970,R,ugm-3,12.200,R,ugm-3 (TEOM FDMS),1.38042,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.40,R,ugm-3
02-01-2019,15:00,0.063163,R,mgm-3,30.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,24.800,R,ugm-3 (TEOM FDMS),6.400,R,ugm-3 (TEOM FDMS),48.29594,R,ugm-3,12.700,R,ugm-3 (TEOM FDMS),0.97441,R,ugm-3,5.700,R,ugm-3 (TEOM FDMS),6.300,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.30,R,ugm-3
02-01-2019,16:00,0.129482,R,mgm-3,33.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,28.300,R,ugm-3 (TEOM FDMS),5.800,R,ugm-3 (TEOM FDMS),42.80777,R,ugm-3,6.900,R,ugm-3 (TEOM FDMS),1.46162,R,ugm-3,4.700,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS),0.40,R,ugm-3,0.30,R,ugm-3
02-01-2019,17:00,0.120008,R,mgm-3,20.800,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.000,R,ugm-3 (TEOM FDMS),6.700,R,ugm-3 (TEOM FDMS),38.71658,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),1.13681,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.10,R,ugm-3
02-01-2019,18:00,0.192645,R,mgm-3,18.900,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.100,R,ugm-3 (TEOM FDMS),8.300,R,ugm-3 (TEOM FDMS),26.94195,R,ugm-3,9.100,R,ugm-3 (TEOM FDMS),1.38042,R,ugm-3,0.800,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,0.20,R,ugm-3
02-01-2019,19:00,0.170538,R,mgm-3,19.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,16.200,R,ugm-3 (TEOM FDMS),8.800,R,ugm-3 (TEOM FDMS),26.34324,R,ugm-3,9.200,R,ugm-3 (TEOM FDMS),1.21801,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),1.20,R,ugm-3,0.30,R,ugm-3
02-01-2019,20:00,0.167381,R,mgm-3,21.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,19.800,R,ugm-3 (TEOM FDMS),12.400,R,ugm-3 (TEOM FDMS),24.29765,R,ugm-3,13.600,R,ugm-3 (TEOM FDMS),1.46162,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),1.10,R,ugm-3,0.50,R,ugm-3
02-01-2019,21:00,0.161064,R,mgm-3,19.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,17.300,R,ugm-3 (TEOM FDMS),10.400,R,ugm-3 (TEOM FDMS),28.38883,R,ugm-3,14.000,R,ugm-3 (TEOM FDMS),1.46162,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),1.50,R,ugm-3,0.50,R,ugm-3
02-01-2019,22:00,0.132641,R,mgm-3,18.300,R,ugm-3 (TEOM FDMS),,,,,,,,,,15.700,R,ugm-3 (TEOM FDMS),8.500,R,ugm-3 (TEOM FDMS),38.81637,R,ugm-3,9.700,R,ugm-3 (TEOM FDMS),1.46162,R,ugm-3,2.600,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),1.30,R,ugm-3,0.50,R,ugm-3
02-01-2019,23:00,0.157906,R,mgm-3,20.900,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.300,R,ugm-3 (TEOM FDMS),10.800,R,ugm-3 (TEOM FDMS),34.62540,R,ugm-3,12.600,R,ugm-3 (TEOM FDMS),1.13681,R,ugm-3,2.600,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),0.80,R,ugm-3,0.30,R,ugm-3
02-01-2019,24:00,0.110534,R,mgm-3,17.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,15.300,R,ugm-3 (TEOM FDMS),11.100,R,ugm-3 (TEOM FDMS),36.27185,R,ugm-3,11.900,R,ugm-3 (TEOM FDMS),0.56841,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.30,R,ugm-3
03-01-2019,01:00,0.088448,R,mgm-3,18.200,R,ugm-3 (TEOM FDMS),,,,,,,,,,15.300,R,ugm-3 (TEOM FDMS),9.000,R,ugm-3 (TEOM FDMS),44.23802,R,ugm-3,12.600,R,ugm-3 (TEOM FDMS),1.29726,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),3.600,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.30,R,ugm-3
03-01-2019,02:00,0.053701,R,mgm-3,17.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,13.300,R,ugm-3 (TEOM FDMS),7.900,R,ugm-3 (TEOM FDMS),50.74067,R,ugm-3,10.200,R,ugm-3 (TEOM FDMS),1.40537,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),2.300,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.20,R,ugm-3
03-01-2019,03:00,0.085289,R,mgm-3,17.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,15.600,R,ugm-3 (TEOM FDMS),9.000,R,ugm-3 (TEOM FDMS),45.80132,R,ugm-3,9.400,R,ugm-3 (TEOM FDMS),1.45942,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),0.400,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,0.10,R,ugm-3
03-01-2019,04:00,0.113719,R,mgm-3,19.000,R,ugm-3 (TEOM FDMS),,,,,,,,,,16.600,R,ugm-3 (TEOM FDMS),8.800,R,ugm-3 (TEOM FDMS),27.88991,R,ugm-3,10.400,R,ugm-3 (TEOM FDMS),1.29726,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS),0.60,R,ugm-3,0.00,R,ugm-3
03-01-2019,05:00,0.104242,R,mgm-3,19.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,16.200,R,ugm-3 (TEOM FDMS),7.300,R,ugm-3 (TEOM FDMS),21.55356,R,ugm-3,10.200,R,ugm-3 (TEOM FDMS),1.21618,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS),0.80,R,ugm-3,0.20,R,ugm-3
03-01-2019,06:00,0.192690,R,mgm-3,20.600,R,ugm-3 (TEOM FDMS),,,,,,,,,,18.700,R,ugm-3 (TEOM FDMS),8.000,R,ugm-3 (TEOM FDMS),21.85292,R,ugm-3,10.200,R,ugm-3 (TEOM FDMS),1.86482,R,ugm-3,1.900,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.30,R,ugm-3
03-01-2019,07:00,0.154784,R,mgm-3,32.100,R,ugm-3 (TEOM FDMS),,,,,,,,,,30.600,R,ugm-3 (TEOM FDMS),8.700,R,ugm-3 (TEOM FDMS),12.22366,R,ugm-3,10.200,R,ugm-3 (TEOM FDMS),2.35129,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),0.70,R,ugm-3,0.20,R,ugm-3
03-01-2019,08:00,0.145307,R,mgm-3,71.400,R,ugm-3 (TEOM FDMS),,,,,,,,,,69.300,R,ugm-3 (TEOM FDMS),14.000,R,ugm-3 (TEOM FDMS),13.27141,R,ugm-3,15.200,R,ugm-3 (TEOM FDMS),1.94589,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),0.90,R,ugm-3,0.20,R,ugm-3
03-01-2019,09:00,0.167419,R,mgm-3,81.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,79.200,R,ugm-3 (TEOM FDMS),19.100,R,ugm-3 (TEOM FDMS),4.93936,R,ugm-3,20.500,R,ugm-3 (TEOM FDMS),2.51344,R,ugm-3,2.300,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS),1.00,R,ugm-3,0.10,R,ugm-3
03-01-2019,10:00,0.120036,R,mgm-3,63.700,R,ugm-3 (TEOM FDMS),,,,,,,,,,59.500,R,ugm-3 (TEOM FDMS),17.700,R,ugm-3 (TEOM FDMS),18.16087,R,ugm-3,20.800,R,ugm-3 (TEOM FDMS),2.59452,R,ugm-3,4.200,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),1.50,R,ugm-3,0.10,R,ugm-3
03-01-2019,11:00,0.075813,R,mgm-3,34.300,R,ugm-3 (TEOM FDMS),,,,,,,,,,30.000,R,ugm-3 (TEOM FDMS),8.900,R,ugm-3 (TEOM FDMS),44.30454,R,ugm-3,14.000,R,ugm-3 (TEOM FDMS),1.62158,R,ugm-3,4.300,R,ugm-3 (TEOM FDMS),5.100,R,ugm-3 (TEOM FDMS),1.20,R,ugm-3,0.20,R,ugm-3
03-01-2019,12:00,0.063178,R,mgm-3,53.500,R,ugm-3 (TEOM FDMS),,,,,,,,,,49.100,R,ugm-3 (TEOM FDMS),9.500,R,ugm-3 (TEOM FDMS),45.15271,R,ugm-3,13.400,R,ugm-3 (TEOM FDMS),0.97295,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),0.50,R,ugm-3,0.10,R,ugm-3
03-01-2019,13:00,0.072654,R,mgm-3,85.800,R,ugm-3 (TEOM FDMS),,,,,,,,,,80.800,R,ugm-3 (TEOM FDMS),11.200,R,ugm-3 (TEOM FDMS),51.73852,R,ugm-3,14.300,R,ugm-3 (TEOM FDMS),1.05403,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS),0.50,R,ugm-3,0.20,R,ugm-3
