Data supplied by UK-AIR on 10/5/2020
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Cardiff Newport Road,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit
06-01-2020,13:00,14.493,P,ugm-3 (Ref.eq),1.99127,P,ugm-3,18.96526,P,ugm-3,22.01850,P,ugm-3
06-01-2020,14:00,12.561,P,ugm-3 (Ref.eq),3.10503,P,ugm-3,14.82253,P,ugm-3,19.58351,P,ugm-3
06-01-2020,15:00,8.696,P,ugm-3 (Ref.eq),1.68752,P,ugm-3,19.37920,P,ugm-3,21.96669,P,ugm-3
06-01-2020,16:00,20.290,P,ugm-3 (Ref.eq),2.32877,P,ugm-3,12.85247,P,ugm-3,16.42321,P,ugm-3
06-01-2020,17:00,34.783,P,ugm-3 (Ref.eq),4.25255,P,ugm-3,17.20770,P,ugm-3,23.72817,P,ugm-3
06-01-2020,18:00,35.749,P,ugm-3 (Ref.eq),2.80128,P,ugm-3,22.12697,P,ugm-3,26.42220,P,ugm-3
06-01-2020,19:00,38.648,P,ugm-3 (Ref.eq),3.03753,P,ugm-3,20.62494,P,ugm-3,25.28242,P,ugm-3
06-01-2020,20:00,41.547,P,ugm-3 (Ref.eq),1.18126,P,ugm-3,18.29035,P,ugm-3,20.10160,P,ugm-3
06-01-2020,21:00,39.614,P,ugm-3 (Ref.eq),1.41752,P,ugm-3,20.20767,P,ugm-3,22.38116,P,ugm-3
06-01-2020,22:00,44.445,P,ugm-3 (Ref.eq),1.48502,P,ugm-3,21.96926,P,ugm-3,24.24625,P,ugm-3
06-01-2020,23:00,38.648,P,ugm-3 (Ref.eq),1.11376,P,ugm-3,26.63136,P,ugm-3,28.33910,P,ugm-3
06-01-2020,24:00,31.885,P,ugm-3 (Ref.eq),0.64126,P,ugm-3,9.63744,P,ugm-3,10.62069,P,ugm-3
07-01-2020,01:00,33.817,P,ugm-3 (Ref.eq),0.22533,P,ugm-3,4.91363,P,ugm-3,5.25913,P,ugm-3
07-01-2020,02:00,31.885,P,ugm-3 (Ref.eq),0.22533,P,ugm-3,8.02759,P,ugm-3,8.37309,P,ugm-3
07-01-2020,03:00,25.121,P,ugm-3 (Ref.eq),0.37180,P,ugm-3,8.04521,P,ugm-3,8.61529,P,ugm-3
07-01-2020,04:00,23.189,P,ugm-3 (Ref.eq),0.13520,P,ugm-3,5.55352,P,ugm-3,5.76083,P,ugm-3
07-01-2020,05:00,21.256,P,ugm-3 (Ref.eq),2.43360,P,ugm-3,5.81801,P,ugm-3,9.54948,P,ugm-3
07-01-2020,06:00,22.223,P,ugm-3 (Ref.eq),0.54080,P,ugm-3,7.16328,P,ugm-3,7.99250,P,ugm-3
07-01-2020,07:00,22.223,P,ugm-3 (Ref.eq),0.70980,P,ugm-3,12.66498,P,ugm-3,13.75333,P,ugm-3
07-01-2020,08:00,24.155,P,ugm-3 (Ref.eq),4.83340,P,ugm-3,31.15010,P,ugm-3,38.56121,P,ugm-3
07-01-2020,09:00,20.290,P,ugm-3 (Ref.eq),7.87540,P,ugm-3,40.49858,P,ugm-3,52.57403,P,ugm-3
07-01-2020,10:00,24.155,P,ugm-3 (Ref.eq),4.76580,P,ugm-3,31.51324,P,ugm-3,38.82070,P,ugm-3
07-01-2020,11:00,20.290,P,ugm-3 (Ref.eq),7.84160,P,ugm-3,29.23635,P,ugm-3,41.25997,P,ugm-3
07-01-2020,12:00,23.189,P,ugm-3 (Ref.eq),2.50120,P,ugm-3,22.01075,P,ugm-3,25.84587,P,ugm-3
07-01-2020,13:00,14.493,P,ugm-3 (Ref.eq),3.95460,P,ugm-3,18.74425,P,ugm-3,24.80788,P,ugm-3
07-01-2020,14:00,6.763,P,ugm-3 (Ref.eq),2.39980,P,ugm-3,20.55735,P,ugm-3,24.23699,P,ugm-3
07-01-2020,15:00,4.831,P,ugm-3 (Ref.eq),4.02220,P,ugm-3,18.64059,P,ugm-3,24.80788,P,ugm-3
07-01-2020,16:00,4.831,P,ugm-3 (Ref.eq),4.15740,P,ugm-3,27.30808,P,ugm-3,33.68267,P,ugm-3
07-01-2020,17:00,6.763,P,ugm-3 (Ref.eq),1.11540,P,ugm-3,27.19767,P,ugm-3,28.90793,P,ugm-3
07-01-2020,18:00,5.797,P,ugm-3 (Ref.eq),1.65620,P,ugm-3,24.96718,P,ugm-3,27.50665,P,ugm-3
07-01-2020,19:00,2.899,P,ugm-3 (Ref.eq),1.25060,P,ugm-3,11.47247,P,ugm-3,13.39003,P,ugm-3
07-01-2020,20:00,4.831,P,ugm-3 (Ref.eq),0.81120,P,ugm-3,8.56515,P,ugm-3,9.80898,P,ugm-3
07-01-2020,21:00,5.797,P,ugm-3 (Ref.eq),0.67600,P,ugm-3,8.04587,P,ugm-3,9.08238,P,ugm-3
07-01-2020,22:00,3.865,P,ugm-3 (Ref.eq),0.98020,P,ugm-3,7.99463,P,ugm-3,9.49758,P,ugm-3
07-01-2020,23:00,0.000,P,ugm-3 (Ref.eq),0.50700,P,ugm-3,5.03534,P,ugm-3,5.81273,P,ugm-3
07-01-2020,24:00,0.966,P,ugm-3 (Ref.eq),0.30420,P,ugm-3,3.58172,P,ugm-3,4.04815,P,ugm-3
08-01-2020,01:00,2.899,P,ugm-3 (Ref.eq),0.22566,P,ugm-3,2.35749,P,ugm-3,2.70350,P,ugm-3
08-01-2020,02:00,20.290,P,ugm-3 (Ref.eq),0.27080,P,ugm-3,1.59508,P,ugm-3,2.01030,P,ugm-3
08-01-2020,03:00,28.986,P,ugm-3 (Ref.eq),0.40620,P,ugm-3,1.24883,P,ugm-3,1.87166,P,ugm-3
08-01-2020,04:00,30.918,P,ugm-3 (Ref.eq),0.44005,P,ugm-3,1.56086,P,ugm-3,2.23559,P,ugm-3
08-01-2020,05:00,37.682,P,ugm-3 (Ref.eq),0.33850,P,ugm-3,1.24865,P,ugm-3,1.76767,P,ugm-3
08-01-2020,06:00,42.513,P,ugm-3 (Ref.eq),0.47390,P,ugm-3,2.23683,P,ugm-3,2.96346,P,ugm-3
08-01-2020,07:00,53.141,P,ugm-3 (Ref.eq),0.64314,P,ugm-3,8.16418,P,ugm-3,9.15032,P,ugm-3
08-01-2020,08:00,44.445,P,ugm-3 (Ref.eq),6.90533,P,ugm-3,24.40154,P,ugm-3,34.98956,P,ugm-3
08-01-2020,09:00,49.276,P,ugm-3 (Ref.eq),5.24670,P,ugm-3,41.34609,P,ugm-3,49.39092,P,ugm-3
08-01-2020,10:00,57.006,P,ugm-3 (Ref.eq),10.25645,P,ugm-3,42.29500,P,ugm-3,58.02133,P,ugm-3
08-01-2020,11:00,48.310,P,ugm-3 (Ref.eq),9.17326,P,ugm-3,38.60085,P,ugm-3,52.66631,P,ugm-3
08-01-2020,12:00,42.513,P,ugm-3 (Ref.eq),10.42570,P,ugm-3,28.72593,P,ugm-3,44.71178,P,ugm-3
08-01-2020,13:00,35.749,P,ugm-3 (Ref.eq),11.67813,P,ugm-3,30.18493,P,ugm-3,48.09116,P,ugm-3
08-01-2020,14:00,32.851,P,ugm-3 (Ref.eq),3.08032,P,ugm-3,28.03089,P,ugm-3,32.75398,P,ugm-3
08-01-2020,15:00,41.547,P,ugm-3 (Ref.eq),5.31440,P,ugm-3,29.44046,P,ugm-3,37.58909,P,ugm-3
08-01-2020,16:00,42.513,P,ugm-3 (Ref.eq),10.45955,P,ugm-3,33.24919,P,ugm-3,49.28693,P,ugm-3
08-01-2020,17:00,39.614,P,ugm-3 (Ref.eq),36.32069,P,ugm-3,54.68476,P,ugm-3,110.37570,P,ugm-3
08-01-2020,18:00,48.310,P,ugm-3 (Ref.eq),130.79510,P,ugm-3,85.39773,P,ugm-3,285.94741,P,ugm-3
08-01-2020,19:00,36.716,P,ugm-3 (Ref.eq),87.06133,P,ugm-3,77.64099,P,ugm-3,211.13317,P,ugm-3
08-01-2020,20:00,18.358,P,ugm-3 (Ref.eq),41.43199,P,ugm-3,50.59085,P,ugm-3,114.11901,P,ugm-3
08-01-2020,21:00,16.425,P,ugm-3 (Ref.eq),25.79344,P,ugm-3,35.99271,P,ugm-3,75.54211,P,ugm-3
08-01-2020,22:00,13.527,P,ugm-3 (Ref.eq),20.07285,P,ugm-3,26.41154,P,ugm-3,57.18948,P,ugm-3
08-01-2020,23:00,13.527,P,ugm-3 (Ref.eq),11.71198,P,ugm-3,23.16631,P,ugm-3,41.12444,P,ugm-3
08-01-2020,24:00,10.628,P,ugm-3 (Ref.eq),1.32014,P,ugm-3,12.06523,P,ugm-3,14.08941,P,ugm-3
09-01-2020,01:00,4.831,P,ugm-3 (Ref.eq),1.26557,P,ugm-3,10.35072,P,ugm-3,12.29124,P,ugm-3
09-01-2020,02:00,7.730,P,ugm-3 (Ref.eq),0.27119,P,ugm-3,4.58400,P,ugm-3,4.99983,P,ugm-3
09-01-2020,03:00,10.628,P,ugm-3 (Ref.eq),0.23730,P,ugm-3,3.17770,P,ugm-3,3.54155,P,ugm-3
